order_id,dark_store_id,customer_zone,order_timestamp,delivery_timestamp,product_category,quantity_ordered,out_of_stock_flag
1966597,Jaipur_DS_5,Zone_B,2025-09-28 04:05:00,2025-09-28 04:35:00,Fruits & Vegetables,10,0
1966599,Chennai_DS_6,Zone_A,2025-09-28 04:06:00,2025-09-28 04:19:00,Dairy,5,0
1966600,Mumbai_DS_7,Zone_B,2025-09-28 04:07:00,2025-09-28 04:23:00,Groceries,18,0
1966601,Bengluru_DS_8,Zone_A,2025-09-28 04:08:00,2025-09-28 04:24:00,Snacks,9,0
1966603,Jaipur_DS_9,Zone_C,2025-09-28 04:09:00,2025-09-28 04:27:00,Fruits & Vegetables,19,0
1966604,Hyderabad_DS_0,Zone_B,2025-09-28 04:10:00,2025-09-28 04:26:00,Dairy,2,0
1966605,Gurgaon_DS_1,Zone_D,2025-09-28 04:11:00,2025-09-28 04:22:00,Personal Care,17,0
1966606,Mumbai_DS_2,Zone_B,2025-09-28 04:12:00,2025-09-28 04:34:00,Snacks,12,0
1966607,Mumbai_DS_3,Zone_D,2025-09-28 04:13:00,2025-09-28 04:35:00,Household,10,0
1966608,Bengluru_DS_4,Zone_A,2025-09-28 04:14:00,2025-09-28 04:23:00,Beverages,6,0
1966609,Hyderabad_DS_5,Zone_D,2025-09-28 04:15:00,2025-09-28 04:32:00,Dairy,6,0
1966610,Hyderabad_DS_6,Zone_D,2025-09-28 04:16:00,2025-09-28 04:34:00,Snacks,19,1
1966611,Kolkata_DS_7,Zone_B,2025-09-28 04:17:00,2025-09-28 04:35:00,Beverages,5,0
1966612,Delhi_DS_8,Zone_D,2025-09-28 04:18:00,2025-09-28 04:24:00,Personal Care,10,0
1966613,Mumbai_DS_9,Zone_D,2025-09-28 04:19:00,2025-09-28 04:35:00,Beverages,8,0
1966614,Haridwar_DS_0,Zone_A,2025-09-28 04:20:00,2025-09-28 04:54:00,Beverages,9,0
1966615,Chennai_DS_1,Zone_A,2025-09-28 04:21:00,2025-09-28 04:32:00,Fruits & Vegetables,19,0
1966616,Haridwar_DS_2,Zone_C,2025-09-28 04:22:00,2025-09-28 04:52:00,Dairy,1,0
1966618,Jaipur_DS_3,Zone_B,2025-09-28 04:23:00,2025-09-28 04:46:00,Household,2,0
1966619,Amritsar_DS_4,Zone_D,2025-09-28 04:24:00,2025-09-28 04:31:00,Beverages,4,0
1966620,Gurgaon_DS_5,Zone_B,2025-09-28 04:25:00,2025-09-28 04:35:00,Groceries,11,0
1966621,Hyderabad_DS_6,Zone_D,2025-09-28 04:26:00,2025-09-28 04:38:00,Beverages,9,0
1966622,Mumbai_DS_7,Zone_A,2025-09-28 04:27:00,2025-09-28 04:39:00,Beverages,19,0
1966623,Haridwar_DS_8,Zone_A,2025-09-28 04:28:00,2025-09-28 04:55:00,Groceries,7,0
1966624,Hyderabad_DS_9,Zone_C,2025-09-28 04:29:00,2025-09-28 04:40:00,Fruits & Vegetables,4,0
1966625,Jaipur_DS_0,Zone_C,2025-09-28 04:30:00,2025-09-28 04:46:00,Fruits & Vegetables,6,0
1966626,Delhi_DS_1,Zone_D,2025-09-28 04:31:00,2025-09-28 04:38:00,Personal Care,8,0
1966627,Chennai_DS_2,Zone_D,2025-09-28 04:32:00,2025-09-28 04:45:00,Dairy,7,1
1966628,Bengluru_DS_3,Zone_C,2025-09-28 04:33:00,2025-09-28 04:56:00,Household,17,0
1966630,Gurgaon_DS_4,Zone_B,2025-09-28 04:34:00,2025-09-28 04:47:00,Beverages,19,1
1966631,Noida_DS_5,Zone_A,2025-09-28 04:35:00,2025-09-28 04:49:00,Dairy,3,0
1966632,Chennai_DS_6,Zone_B,2025-09-28 04:36:00,2025-09-28 04:53:00,Household,14,0
1966633,Kolkata_DS_7,Zone_C,2025-09-28 04:37:00,2025-09-28 04:53:00,Fruits & Vegetables,17,0
1966634,Mumbai_DS_8,Zone_D,2025-09-28 04:38:00,2025-09-28 04:52:00,Groceries,6,0
1966635,Noida_DS_9,Zone_B,2025-09-28 04:39:00,2025-09-28 04:59:00,Beverages,1,0
1966636,Mumbai_DS_0,Zone_A,2025-09-28 04:40:00,2025-09-28 04:47:00,Beverages,13,0
1966637,Chennai_DS_1,Zone_A,2025-09-28 04:41:00,2025-09-28 05:00:00,Fruits & Vegetables,12,1
1966638,Jaipur_DS_2,Zone_D,2025-09-28 04:42:00,2025-09-28 05:06:00,Groceries,10,0
1966639,Delhi_DS_3,Zone_B,2025-09-28 04:43:00,2025-09-28 04:48:00,Groceries,2,0
1966640,Jaipur_DS_4,Zone_B,2025-09-28 04:44:00,2025-09-28 05:02:00,Snacks,2,0
1966641,Bengluru_DS_5,Zone_B,2025-09-28 04:45:00,2025-09-28 04:55:00,Groceries,3,0
1966642,Hyderabad_DS_6,Zone_C,2025-09-28 04:46:00,2025-09-28 04:58:00,Snacks,11,0
1966643,Delhi_DS_7,Zone_B,2025-09-28 04:47:00,2025-09-28 04:54:00,Household,3,1
1966644,Chennai_DS_8,Zone_C,2025-09-28 04:48:00,2025-09-28 05:02:00,Snacks,6,0
1966645,Gurgaon_DS_9,Zone_C,2025-09-28 04:49:00,2025-09-28 05:10:00,Personal Care,3,0
1966646,Mumbai_DS_0,Zone_C,2025-09-28 04:50:00,2025-09-28 05:10:00,Beverages,17,0
1966647,Gurgaon_DS_1,Zone_A,2025-09-28 04:51:00,2025-09-28 05:01:00,Fruits & Vegetables,3,0
1966648,Noida_DS_2,Zone_D,2025-09-28 04:52:00,2025-09-28 05:08:00,Fruits & Vegetables,11,0
1966649,Hyderabad_DS_3,Zone_D,2025-09-28 04:53:00,2025-09-28 04:59:00,Snacks,7,0
1966650,Noida_DS_4,Zone_C,2025-09-28 04:54:00,2025-09-28 05:03:00,Groceries,12,0
1966651,Chennai_DS_5,Zone_B,2025-09-28 04:55:00,2025-09-28 05:18:00,Snacks,14,1
1966653,Jaipur_DS_6,Zone_A,2025-09-28 04:56:00,2025-09-28 05:22:00,Personal Care,19,0
1966654,Chennai_DS_7,Zone_C,2025-09-28 04:57:00,2025-09-28 05:14:00,Groceries,16,0
1966655,Jaipur_DS_8,Zone_B,2025-09-28 04:58:00,2025-09-28 05:20:00,Beverages,5,0
1966656,Mumbai_DS_9,Zone_C,2025-09-28 04:59:00,2025-09-28 05:15:00,Groceries,16,0
1966657,Kolkata_DS_0,Zone_B,2025-09-28 05:00:00,2025-09-28 05:15:00,Beverages,7,1
1966658,Chennai_DS_1,Zone_B,2025-09-28 05:01:00,2025-09-28 05:21:00,Beverages,1,0
1966659,Hyderabad_DS_2,Zone_B,2025-09-28 05:02:00,2025-09-28 05:15:00,Snacks,5,0
1966660,Bengluru_DS_3,Zone_A,2025-09-28 05:03:00,2025-09-28 05:21:00,Beverages,16,0
1966661,Haridwar_DS_4,Zone_D,2025-09-28 05:04:00,2025-09-28 05:27:00,Dairy,18,0
1966662,Kolkata_DS_5,Zone_D,2025-09-28 05:05:00,2025-09-28 05:15:00,Personal Care,16,1
1966663,Kolkata_DS_6,Zone_A,2025-09-28 05:06:00,2025-09-28 05:20:00,Beverages,16,0
1966664,Amritsar_DS_7,Zone_D,2025-09-28 05:07:00,2025-09-28 05:23:00,Personal Care,11,0
1966665,Mumbai_DS_8,Zone_D,2025-09-28 05:08:00,2025-09-28 05:26:00,Dairy,14,0
1966666,Delhi_DS_9,Zone_C,2025-09-28 05:09:00,2025-09-28 05:15:00,Groceries,7,0
1966667,Kolkata_DS_0,Zone_B,2025-09-28 05:10:00,2025-09-28 05:21:00,Household,7,0
1966668,Haridwar_DS_1,Zone_C,2025-09-28 05:11:00,2025-09-28 05:40:00,Groceries,19,0
1966669,Noida_DS_2,Zone_A,2025-09-28 05:12:00,2025-09-28 05:27:00,Fruits & Vegetables,17,0
1966671,Bengluru_DS_3,Zone_C,2025-09-28 05:13:00,2025-09-28 05:29:00,Fruits & Vegetables,5,0
1966672,Amritsar_DS_4,Zone_A,2025-09-28 05:14:00,2025-09-28 05:34:00,Personal Care,2,0
1966673,Noida_DS_5,Zone_D,2025-09-28 05:15:00,2025-09-28 05:33:00,Groceries,5,0
1966674,Pune_DS_6,Zone_D,2025-09-28 05:16:00,2025-09-28 05:25:00,Dairy,19,0
1966675,Noida_DS_7,Zone_B,2025-09-28 05:17:00,2025-09-28 05:31:00,Beverages,8,1
1966676,Hyderabad_DS_8,Zone_A,2025-09-28 05:18:00,2025-09-28 05:33:00,Snacks,12,0
1966678,Haridwar_DS_9,Zone_D,2025-09-28 05:19:00,2025-09-28 05:48:00,Dairy,18,0
1966679,Kolkata_DS_0,Zone_C,2025-09-28 05:20:00,2025-09-28 05:36:00,Groceries,19,1
1966680,Bengluru_DS_1,Zone_C,2025-09-28 05:21:00,2025-09-28 05:37:00,Personal Care,19,0
1966681,Chennai_DS_2,Zone_C,2025-09-28 05:22:00,2025-09-28 05:40:00,Beverages,16,0
1966682,Kolkata_DS_3,Zone_B,2025-09-28 05:23:00,2025-09-28 05:35:00,Groceries,16,0
1966683,Kolkata_DS_4,Zone_A,2025-09-28 05:24:00,2025-09-28 05:46:00,Groceries,15,0
1966684,Kolkata_DS_5,Zone_B,2025-09-28 05:25:00,2025-09-28 05:43:00,Beverages,14,0
1966685,Amritsar_DS_6,Zone_C,2025-09-28 05:26:00,2025-09-28 05:42:00,Beverages,14,0
1966687,Delhi_DS_7,Zone_A,2025-09-28 05:27:00,2025-09-28 05:36:00,Fruits & Vegetables,19,0
1966688,Mumbai_DS_8,Zone_C,2025-09-28 05:28:00,2025-09-28 05:53:00,Dairy,11,0
1966689,Gurgaon_DS_9,Zone_D,2025-09-28 05:29:00,2025-09-28 05:48:00,Household,4,0
1966690,Jaipur_DS_0,Zone_D,2025-09-28 05:30:00,2025-09-28 05:50:00,Snacks,2,0
1966691,Jaipur_DS_1,Zone_A,2025-09-28 05:31:00,2025-09-28 05:59:00,Groceries,2,0
1966692,Chennai_DS_2,Zone_B,2025-09-28 05:32:00,2025-09-28 05:53:00,Snacks,17,0
1966693,Mumbai_DS_3,Zone_C,2025-09-28 05:33:00,2025-09-28 05:49:00,Fruits & Vegetables,5,0
1966695,Mumbai_DS_4,Zone_B,2025-09-28 05:34:00,2025-09-28 05:47:00,Fruits & Vegetables,7,0
1966697,Bengluru_DS_5,Zone_C,2025-09-28 05:35:00,2025-09-28 05:53:00,Fruits & Vegetables,15,0
1966698,Jaipur_DS_6,Zone_D,2025-09-28 05:36:00,2025-09-28 05:52:00,Household,16,0
1966699,Haridwar_DS_7,Zone_B,2025-09-28 05:37:00,2025-09-28 06:09:00,Fruits & Vegetables,15,0
1966700,Mumbai_DS_8,Zone_C,2025-09-28 05:38:00,2025-09-28 06:05:00,Fruits & Vegetables,9,1
1966701,Kolkata_DS_9,Zone_C,2025-09-28 05:39:00,2025-09-28 05:55:00,Fruits & Vegetables,9,0
1966702,Kolkata_DS_0,Zone_D,2025-09-28 05:40:00,2025-09-28 05:54:00,Fruits & Vegetables,8,0
1966703,Gurgaon_DS_1,Zone_D,2025-09-28 05:41:00,2025-09-28 06:01:00,Dairy,16,0
1966704,Bengluru_DS_2,Zone_A,2025-09-28 05:42:00,2025-09-28 06:02:00,Groceries,12,0
1966705,Haridwar_DS_3,Zone_B,2025-09-28 05:43:00,2025-09-28 06:10:00,Dairy,4,0
1966706,Bengluru_DS_4,Zone_B,2025-09-28 05:44:00,2025-09-28 06:03:00,Personal Care,13,1
1966707,Hyderabad_DS_5,Zone_D,2025-09-28 05:45:00,2025-09-28 06:05:00,Groceries,10,0
1966708,Bengluru_DS_6,Zone_A,2025-09-28 05:46:00,2025-09-28 05:59:00,Snacks,19,0
1966709,Kolkata_DS_7,Zone_A,2025-09-28 05:47:00,2025-09-28 06:00:00,Snacks,6,0
1966710,Kolkata_DS_8,Zone_B,2025-09-28 05:48:00,2025-09-28 06:03:00,Household,3,0
1966711,Amritsar_DS_9,Zone_D,2025-09-28 05:49:00,2025-09-28 06:07:00,Personal Care,4,0
1966712,Noida_DS_0,Zone_A,2025-09-28 05:50:00,2025-09-28 06:11:00,Beverages,10,1
1966713,Jaipur_DS_1,Zone_C,2025-09-28 05:51:00,2025-09-28 06:18:00,Beverages,7,0
1966714,Bengluru_DS_2,Zone_A,2025-09-28 05:52:00,2025-09-28 06:15:00,Snacks,1,0
1966715,Jaipur_DS_3,Zone_B,2025-09-28 05:53:00,2025-09-28 06:14:00,Dairy,10,0
1966716,Delhi_DS_4,Zone_A,2025-09-28 05:54:00,2025-09-28 06:08:00,Groceries,10,0
1966717,Pune_DS_5,Zone_B,2025-09-28 05:55:00,2025-09-28 06:11:00,Beverages,2,0
1966718,Haridwar_DS_6,Zone_A,2025-09-28 05:56:00,2025-09-28 06:19:00,Dairy,13,0
1966719,Pune_DS_7,Zone_A,2025-09-28 05:57:00,2025-09-28 06:16:00,Groceries,2,1
1966720,Kolkata_DS_8,Zone_B,2025-09-28 05:58:00,2025-09-28 06:06:00,Beverages,6,0
1966721,Chennai_DS_9,Zone_D,2025-09-28 05:59:00,2025-09-28 06:11:00,Dairy,7,1
1966722,Haridwar_DS_0,Zone_C,2025-09-28 06:00:00,2025-09-28 06:23:00,Snacks,2,0
1966723,Haridwar_DS_1,Zone_D,2025-09-28 06:01:00,2025-09-28 06:22:00,Personal Care,19,0
1966724,Chennai_DS_2,Zone_C,2025-09-28 06:02:00,2025-09-28 06:21:00,Snacks,18,0
1966725,Amritsar_DS_3,Zone_B,2025-09-28 06:03:00,2025-09-28 06:27:00,Personal Care,6,0
1966726,Mumbai_DS_4,Zone_A,2025-09-28 06:04:00,2025-09-28 06:23:00,Household,16,1
1966728,Haridwar_DS_5,Zone_B,2025-09-28 06:05:00,2025-09-28 06:37:00,Groceries,7,0
1966729,Bengluru_DS_6,Zone_A,2025-09-28 06:06:00,2025-09-28 06:20:00,Snacks,5,0
1966730,Haridwar_DS_7,Zone_D,2025-09-28 06:07:00,2025-09-28 06:36:00,Fruits & Vegetables,13,0
1966731,Pune_DS_8,Zone_A,2025-09-28 06:08:00,2025-09-28 06:30:00,Personal Care,13,0
1966732,Delhi_DS_9,Zone_B,2025-09-28 06:09:00,2025-09-28 06:20:00,Fruits & Vegetables,16,0
1966733,Noida_DS_0,Zone_A,2025-09-28 06:10:00,2025-09-28 06:19:00,Snacks,7,1
1966734,Pune_DS_1,Zone_B,2025-09-28 06:11:00,2025-09-28 06:30:00,Snacks,15,0
1966735,Amritsar_DS_2,Zone_D,2025-09-28 06:12:00,2025-09-28 06:19:00,Dairy,16,0
1966736,Jaipur_DS_3,Zone_C,2025-09-28 06:13:00,2025-09-28 06:30:00,Fruits & Vegetables,7,0
1966737,Mumbai_DS_4,Zone_D,2025-09-28 06:14:00,2025-09-28 06:29:00,Household,11,0
1966739,Noida_DS_5,Zone_A,2025-09-28 06:15:00,2025-09-28 06:34:00,Household,2,0
1966740,Kolkata_DS_6,Zone_A,2025-09-28 06:16:00,2025-09-28 06:42:00,Beverages,10,0
1966741,Bengluru_DS_7,Zone_B,2025-09-28 06:17:00,2025-09-28 06:34:00,Snacks,19,0
1966742,Delhi_DS_8,Zone_C,2025-09-28 06:18:00,2025-09-28 06:23:00,Dairy,18,0
1966743,Chennai_DS_9,Zone_A,2025-09-28 06:19:00,2025-09-28 06:35:00,Personal Care,7,0
1966744,Gurgaon_DS_0,Zone_C,2025-09-28 06:20:00,2025-09-28 06:30:00,Snacks,17,1
1966745,Pune_DS_1,Zone_A,2025-09-28 06:21:00,2025-09-28 06:41:00,Beverages,1,0
1966746,Amritsar_DS_2,Zone_A,2025-09-28 06:22:00,2025-09-28 06:41:00,Groceries,16,0
1966747,Haridwar_DS_3,Zone_A,2025-09-28 06:23:00,2025-09-28 06:41:00,Snacks,13,0
1966748,Bengluru_DS_4,Zone_C,2025-09-28 06:24:00,2025-09-28 06:53:00,Fruits & Vegetables,14,0
1966749,Hyderabad_DS_5,Zone_D,2025-09-28 06:25:00,2025-09-28 06:39:00,Dairy,6,0
1966750,Delhi_DS_6,Zone_A,2025-09-28 06:26:00,2025-09-28 06:31:00,Dairy,10,0
1966751,Noida_DS_7,Zone_A,2025-09-28 06:27:00,2025-09-28 06:47:00,Personal Care,19,0
1966752,Gurgaon_DS_8,Zone_D,2025-09-28 06:28:00,2025-09-28 06:47:00,Snacks,12,0
1966753,Amritsar_DS_9,Zone_D,2025-09-28 06:29:00,2025-09-28 06:39:00,Snacks,17,0
1966754,Pune_DS_0,Zone_C,2025-09-28 06:30:00,2025-09-28 06:44:00,Snacks,6,0
1966755,Amritsar_DS_1,Zone_D,2025-09-28 06:31:00,2025-09-28 06:49:00,Snacks,9,0
1966756,Amritsar_DS_2,Zone_C,2025-09-28 06:32:00,2025-09-28 06:46:00,Snacks,1,0
1966757,Chennai_DS_3,Zone_C,2025-09-28 06:33:00,2025-09-28 06:49:00,Personal Care,8,0
1966758,Pune_DS_4,Zone_C,2025-09-28 06:34:00,2025-09-28 06:50:00,Beverages,9,0
1966759,Chennai_DS_5,Zone_D,2025-09-28 06:35:00,2025-09-28 06:54:00,Dairy,15,0
1966760,Pune_DS_6,Zone_B,2025-09-28 06:36:00,2025-09-28 06:56:00,Dairy,1,0
1966761,Chennai_DS_7,Zone_C,2025-09-28 06:37:00,2025-09-28 06:51:00,Dairy,2,0
1966762,Gurgaon_DS_8,Zone_C,2025-09-28 06:38:00,2025-09-28 06:48:00,Personal Care,11,1
1966763,Noida_DS_9,Zone_B,2025-09-28 06:39:00,2025-09-28 06:54:00,Groceries,15,0
1966764,Noida_DS_0,Zone_A,2025-09-28 06:40:00,2025-09-28 06:50:00,Groceries,18,0
1966765,Mumbai_DS_1,Zone_D,2025-09-28 06:41:00,2025-09-28 06:58:00,Beverages,17,0
1966766,Mumbai_DS_2,Zone_A,2025-09-28 06:42:00,2025-09-28 07:04:00,Personal Care,16,0
1966767,Kolkata_DS_3,Zone_B,2025-09-28 06:43:00,2025-09-28 06:56:00,Fruits & Vegetables,4,0
1966768,Kolkata_DS_4,Zone_C,2025-09-28 06:44:00,2025-09-28 07:04:00,Snacks,4,0
1966770,Pune_DS_5,Zone_A,2025-09-28 06:45:00,2025-09-28 07:00:00,Beverages,1,0
1966771,Hyderabad_DS_6,Zone_D,2025-09-28 06:46:00,2025-09-28 07:01:00,Snacks,19,0
1966772,Jaipur_DS_7,Zone_A,2025-09-28 06:47:00,2025-09-28 07:07:00,Personal Care,11,0
1966773,Kolkata_DS_8,Zone_D,2025-09-28 06:48:00,2025-09-28 07:05:00,Household,16,0
1966774,Jaipur_DS_9,Zone_B,2025-09-28 06:49:00,2025-09-28 07:14:00,Fruits & Vegetables,5,0
1966775,Chennai_DS_0,Zone_D,2025-09-28 06:50:00,2025-09-28 07:11:00,Fruits & Vegetables,5,0
1966776,Hyderabad_DS_1,Zone_B,2025-09-28 06:51:00,2025-09-28 07:00:00,Household,6,0
1966777,Hyderabad_DS_2,Zone_B,2025-09-28 06:52:00,2025-09-28 07:03:00,Personal Care,4,0
1966778,Haridwar_DS_3,Zone_B,2025-09-28 06:53:00,2025-09-28 07:18:00,Fruits & Vegetables,18,0
1966779,Jaipur_DS_4,Zone_A,2025-09-28 06:54:00,2025-09-28 07:12:00,Household,6,0
1966780,Jaipur_DS_5,Zone_A,2025-09-28 06:55:00,2025-09-28 07:05:00,Dairy,1,0
1966782,Amritsar_DS_6,Zone_C,2025-09-28 06:56:00,2025-09-28 07:16:00,Dairy,14,0
1966783,Chennai_DS_7,Zone_A,2025-09-28 06:57:00,2025-09-28 07:12:00,Household,7,0
1966784,Noida_DS_8,Zone_B,2025-09-28 06:58:00,2025-09-28 07:14:00,Household,2,0
1966785,Haridwar_DS_9,Zone_A,2025-09-28 06:59:00,2025-09-28 07:25:00,Dairy,10,0
1966786,Gurgaon_DS_0,Zone_A,2025-09-28 07:00:00,2025-09-28 07:19:00,Snacks,7,0
1966787,Kolkata_DS_1,Zone_B,2025-09-28 07:01:00,2025-09-28 07:17:00,Dairy,5,0
1966788,Jaipur_DS_2,Zone_D,2025-09-28 07:02:00,2025-09-28 07:20:00,Beverages,7,0
1966789,Bengluru_DS_3,Zone_C,2025-09-28 07:03:00,2025-09-28 07:18:00,Dairy,2,0
1966790,Chennai_DS_4,Zone_B,2025-09-28 07:04:00,2025-09-28 07:25:00,Personal Care,5,0
1966791,Jaipur_DS_5,Zone_B,2025-09-28 07:05:00,2025-09-28 07:32:00,Dairy,5,0
1966792,Mumbai_DS_6,Zone_D,2025-09-28 07:06:00,2025-09-28 07:23:00,Fruits & Vegetables,19,0
1966793,Haridwar_DS_7,Zone_D,2025-09-28 07:07:00,2025-09-28 07:40:00,Personal Care,1,0
1966794,Delhi_DS_8,Zone_C,2025-09-28 07:08:00,2025-09-28 07:14:00,Personal Care,18,0
1966795,Hyderabad_DS_9,Zone_C,2025-09-28 07:09:00,2025-09-28 07:15:00,Snacks,3,0
1966796,Bengluru_DS_0,Zone_C,2025-09-28 07:10:00,2025-09-28 07:35:00,Beverages,14,0
1966798,Jaipur_DS_1,Zone_D,2025-09-28 07:11:00,2025-09-28 07:33:00,Groceries,5,0
1966800,Gurgaon_DS_2,Zone_B,2025-09-28 07:12:00,2025-09-28 07:30:00,Fruits & Vegetables,17,1
1966801,Mumbai_DS_3,Zone_B,2025-09-28 07:13:00,2025-09-28 07:33:00,Snacks,8,0
1966802,Noida_DS_4,Zone_C,2025-09-28 07:14:00,2025-09-28 07:28:00,Dairy,1,0
1966803,Delhi_DS_5,Zone_B,2025-09-28 07:15:00,2025-09-28 07:20:00,Snacks,11,0
1966804,Haridwar_DS_6,Zone_D,2025-09-28 07:16:00,2025-09-28 07:46:00,Household,4,0
1966805,Noida_DS_7,Zone_A,2025-09-28 07:17:00,2025-09-28 07:34:00,Personal Care,5,0
1966806,Chennai_DS_8,Zone_B,2025-09-28 07:18:00,2025-09-28 07:27:00,Dairy,19,0
1966807,Hyderabad_DS_9,Zone_A,2025-09-28 07:19:00,2025-09-28 07:38:00,Snacks,11,0
1966809,Kolkata_DS_0,Zone_C,2025-09-28 07:20:00,2025-09-28 07:30:00,Beverages,19,0
1966810,Mumbai_DS_1,Zone_C,2025-09-28 07:21:00,2025-09-28 07:36:00,Fruits & Vegetables,1,0
1966811,Jaipur_DS_2,Zone_B,2025-09-28 07:22:00,2025-09-28 07:44:00,Groceries,9,0
1966812,Gurgaon_DS_3,Zone_B,2025-09-28 07:23:00,2025-09-28 07:37:00,Dairy,7,0
1966813,Gurgaon_DS_4,Zone_A,2025-09-28 07:24:00,2025-09-28 07:44:00,Snacks,7,0
1966814,Delhi_DS_5,Zone_C,2025-09-28 07:25:00,2025-09-28 07:30:00,Fruits & Vegetables,11,0
1966815,Jaipur_DS_6,Zone_B,2025-09-28 07:26:00,2025-09-28 07:51:00,Beverages,16,0
1966816,Mumbai_DS_7,Zone_A,2025-09-28 07:27:00,2025-09-28 07:48:00,Fruits & Vegetables,19,0
1966817,Amritsar_DS_8,Zone_C,2025-09-28 07:28:00,2025-09-28 07:52:00,Dairy,13,1
1966818,Kolkata_DS_9,Zone_A,2025-09-28 07:29:00,2025-09-28 07:39:00,Personal Care,9,0
1966819,Delhi_DS_0,Zone_C,2025-09-28 07:30:00,2025-09-28 07:36:00,Household,11,0
1966820,Gurgaon_DS_1,Zone_B,2025-09-28 07:31:00,2025-09-28 07:55:00,Dairy,12,0
1966821,Hyderabad_DS_2,Zone_D,2025-09-28 07:32:00,2025-09-28 07:50:00,Personal Care,2,0
1966822,Haridwar_DS_3,Zone_C,2025-09-28 07:33:00,2025-09-28 08:07:00,Groceries,17,0
1966823,Hyderabad_DS_4,Zone_A,2025-09-28 07:34:00,2025-09-28 07:48:00,Snacks,12,0
1966824,Chennai_DS_5,Zone_B,2025-09-28 07:35:00,2025-09-28 07:47:00,Snacks,5,0
1966825,Hyderabad_DS_6,Zone_D,2025-09-28 07:36:00,2025-09-28 07:58:00,Household,19,0
1966826,Haridwar_DS_7,Zone_C,2025-09-28 07:37:00,2025-09-28 07:53:00,Dairy,11,0
1966827,Haridwar_DS_8,Zone_D,2025-09-28 07:38:00,2025-09-28 08:06:00,Groceries,2,0
1966828,Noida_DS_9,Zone_A,2025-09-28 07:39:00,2025-09-28 08:00:00,Snacks,3,0
1966829,Mumbai_DS_0,Zone_D,2025-09-28 07:40:00,2025-09-28 08:03:00,Snacks,4,0
1966830,Mumbai_DS_1,Zone_D,2025-09-28 07:41:00,2025-09-28 07:58:00,Beverages,11,0
1966831,Haridwar_DS_2,Zone_B,2025-09-28 07:42:00,2025-09-28 08:18:00,Snacks,6,0
1966832,Amritsar_DS_3,Zone_C,2025-09-28 07:43:00,2025-09-28 08:05:00,Groceries,19,0
1966833,Mumbai_DS_4,Zone_D,2025-09-28 07:44:00,2025-09-28 07:57:00,Snacks,15,0
1966834,Noida_DS_5,Zone_D,2025-09-28 07:45:00,2025-09-28 08:04:00,Beverages,6,0
1966835,Haridwar_DS_6,Zone_A,2025-09-28 07:46:00,2025-09-28 08:13:00,Snacks,16,0
1966836,Bengluru_DS_7,Zone_B,2025-09-28 07:47:00,2025-09-28 07:54:00,Fruits & Vegetables,18,0
1966837,Chennai_DS_8,Zone_B,2025-09-28 07:48:00,2025-09-28 08:06:00,Dairy,14,0
1966838,Delhi_DS_9,Zone_C,2025-09-28 07:49:00,2025-09-28 07:54:00,Dairy,5,0
1966839,Amritsar_DS_0,Zone_B,2025-09-28 07:50:00,2025-09-28 08:11:00,Beverages,2,0
1966840,Hyderabad_DS_1,Zone_D,2025-09-28 07:51:00,2025-09-28 08:08:00,Groceries,19,0
1966841,Haridwar_DS_2,Zone_B,2025-09-28 07:52:00,2025-09-28 08:25:00,Personal Care,18,0
1966842,Pune_DS_3,Zone_A,2025-09-28 07:53:00,2025-09-28 08:11:00,Snacks,9,0
1966843,Mumbai_DS_4,Zone_B,2025-09-28 07:54:00,2025-09-28 08:18:00,Snacks,7,0
1966844,Kolkata_DS_5,Zone_C,2025-09-28 07:55:00,2025-09-28 08:15:00,Dairy,10,0
1966845,Hyderabad_DS_6,Zone_B,2025-09-28 07:56:00,2025-09-28 08:15:00,Groceries,7,0
1966846,Delhi_DS_7,Zone_B,2025-09-28 07:57:00,2025-09-28 08:07:00,Household,2,0
1966848,Amritsar_DS_8,Zone_C,2025-09-28 07:58:00,2025-09-28 08:09:00,Personal Care,7,0
1966849,Jaipur_DS_9,Zone_A,2025-09-28 07:59:00,2025-09-28 08:24:00,Beverages,14,0
1966850,Kolkata_DS_0,Zone_B,2025-09-28 08:00:00,2025-09-28 08:15:00,Fruits & Vegetables,15,0
1966851,Noida_DS_1,Zone_A,2025-09-28 08:01:00,2025-09-28 08:20:00,Fruits & Vegetables,1,0
1966852,Delhi_DS_2,Zone_C,2025-09-28 08:02:00,2025-09-28 08:16:00,Groceries,6,0
1966853,Kolkata_DS_3,Zone_D,2025-09-28 08:03:00,2025-09-28 08:17:00,Snacks,15,0
1966854,Chennai_DS_4,Zone_B,2025-09-28 08:04:00,2025-09-28 08:23:00,Personal Care,18,0
1966855,Mumbai_DS_5,Zone_A,2025-09-28 08:05:00,2025-09-28 08:25:00,Groceries,15,0
1966856,Mumbai_DS_6,Zone_B,2025-09-28 08:06:00,2025-09-28 08:28:00,Snacks,16,0
1966857,Hyderabad_DS_7,Zone_B,2025-09-28 08:07:00,2025-09-28 08:15:00,Personal Care,5,0
1966858,Noida_DS_8,Zone_A,2025-09-28 08:08:00,2025-09-28 08:24:00,Household,19,0
1966860,Gurgaon_DS_9,Zone_C,2025-09-28 08:09:00,2025-09-28 08:36:00,Household,13,0
1966861,Chennai_DS_0,Zone_B,2025-09-28 08:10:00,2025-09-28 08:19:00,Personal Care,6,0
